PassengerId,Survived,Pclass,Sex,Age,Fare,Cabin_ind,Family_cnt
658,0,3,1,32.0,15.5,0,2
659,0,2,0,23.0,13.0,0,0
660,0,1,0,58.0,113.275,1,2
661,1,1,0,50.0,133.65,0,2
662,0,3,0,40.0,7.225,0,0
663,0,1,0,47.0,25.5875,1,0
664,0,3,0,36.0,7.4958,0,0
665,1,3,0,20.0,7.925,0,1
666,0,2,0,32.0,73.5,0,2
667,0,2,0,25.0,13.0,0,0
668,0,3,0,29.69911764705882,7.775,0,0
669,0,3,0,43.0,8.05,0,0
670,1,1,1,29.69911764705882,52.0,1,1
671,1,2,1,40.0,39.0,0,2
672,0,1,0,31.0,52.0,1,1
673,0,2,0,70.0,10.5,0,0
674,1,2,0,31.0,13.0,0,0
675,0,2,0,29.69911764705882,0.0,0,0
676,0,3,0,18.0,7.775,0,0
677,0,3,0,24.5,8.05,0,0
678,1,3,1,18.0,9.8417,0,0
679,0,3,1,43.0,46.9,0,7
680,1,1,0,36.0,512.3292,1,1
681,0,3,1,29.69911764705882,8.1375,0,0
682,1,1,0,27.0,76.7292,1,0
683,0,3,0,20.0,9.225,0,0
684,0,3,0,14.0,46.9,0,7
685,0,2,0,60.0,39.0,0,2
686,0,2,0,25.0,41.5792,0,3
687,0,3,0,14.0,39.6875,0,5
688,0,3,0,19.0,10.1708,0,0
689,0,3,0,18.0,7.7958,0,0
690,1,1,1,15.0,211.3375,1,1
691,1,1,0,31.0,57.0,1,1
692,1,3,1,4.0,13.4167,0,1
693,1,3,0,29.69911764705882,56.4958,0,0
694,0,3,0,25.0,7.225,0,0
695,0,1,0,60.0,26.55,0,0
696,0,2,0,52.0,13.5,0,0
697,0,3,0,44.0,8.05,0,0
698,1,3,1,29.69911764705882,7.7333,0,0
699,0,1,0,49.0,110.8833,1,2
700,0,3,0,42.0,7.65,1,0
701,1,1,1,18.0,227.525,1,1
702,1,1,0,35.0,26.2875,1,0
703,0,3,1,18.0,14.4542,0,1
704,0,3,0,25.0,7.7417,0,0
705,0,3,0,26.0,7.8542,0,1
706,0,2,0,39.0,26.0,0,0
707,1,2,1,45.0,13.5,0,0
708,1,1,0,42.0,26.2875,1,0
709,1,1,1,22.0,151.55,0,0
710,1,3,0,29.69911764705882,15.2458,0,2
711,1,1,1,24.0,49.5042,1,0
712,0,1,0,29.69911764705882,26.55,1,0
713,1,1,0,48.0,52.0,1,1
714,0,3,0,29.0,9.4833,0,0
715,0,2,0,52.0,13.0,0,0
716,0,3,0,19.0,7.65,1,0
717,1,1,1,38.0,227.525,1,0
718,1,2,1,27.0,10.5,1,0
719,0,3,0,29.69911764705882,15.5,0,0
720,0,3,0,33.0,7.775,0,0
721,1,2,1,6.0,33.0,0,1
722,0,3,0,17.0,7.0542,0,1
723,0,2,0,34.0,13.0,0,0
724,0,2,0,50.0,13.0,0,0
725,1,1,0,27.0,53.1,1,1
726,0,3,0,20.0,8.6625,0,0
727,1,2,1,30.0,21.0,0,3
728,1,3,1,29.69911764705882,7.7375,0,0
729,0,2,0,25.0,26.0,0,1
730,0,3,1,25.0,7.925,0,1
731,1,1,1,29.0,211.3375,1,0
732,0,3,0,11.0,18.7875,0,0
733,0,2,0,29.69911764705882,0.0,0,0
734,0,2,0,23.0,13.0,0,0
735,0,2,0,23.0,13.0,0,0
736,0,3,0,28.5,16.1,0,0
737,0,3,1,48.0,34.375,0,4
738,1,1,0,35.0,512.3292,1,0
739,0,3,0,29.69911764705882,7.8958,0,0
740,0,3,0,29.69911764705882,7.8958,0,0
741,1,1,0,29.69911764705882,30.0,1,0
742,0,1,0,36.0,78.85,1,1
743,1,1,1,21.0,262.375,1,4
744,0,3,0,24.0,16.1,0,1
745,1,3,0,31.0,7.925,0,0
746,0,1,0,70.0,71.0,1,2
747,0,3,0,16.0,20.25,0,2
748,1,2,1,30.0,13.0,0,0
749,0,1,0,19.0,53.1,1,1
750,0,3,0,31.0,7.75,0,0
751,1,2,1,4.0,23.0,0,2
752,1,3,0,6.0,12.475,1,1
753,0,3,0,33.0,9.5,0,0
754,0,3,0,23.0,7.8958,0,0
755,1,2,1,48.0,65.0,0,3
756,1,2,0,0.67,14.5,0,2
757,0,3,0,28.0,7.7958,0,0
758,0,2,0,18.0,11.5,0,0
759,0,3,0,34.0,8.05,0,0
760,1,1,1,33.0,86.5,1,0
761,0,3,0,29.69911764705882,14.5,0,0
762,0,3,0,41.0,7.125,0,0
763,1,3,0,20.0,7.2292,0,0
764,1,1,1,36.0,120.0,1,3
765,0,3,0,16.0,7.775,0,0
766,1,1,1,51.0,77.9583,1,1
767,0,1,0,29.69911764705882,39.6,0,0
768,0,3,1,30.5,7.75,0,0
769,0,3,0,29.69911764705882,24.15,0,1
770,0,3,0,32.0,8.3625,0,0
771,0,3,0,24.0,9.5,0,0
772,0,3,0,48.0,7.8542,0,0
773,0,2,1,57.0,10.5,1,0
774,0,3,0,29.69911764705882,7.225,0,0
775,1,2,1,54.0,23.0,0,4
776,0,3,0,18.0,7.75,0,0
777,0,3,0,29.69911764705882,7.75,1,0
778,1,3,1,5.0,12.475,0,0
779,0,3,0,29.69911764705882,7.7375,0,0
780,1,1,1,43.0,211.3375,1,1
781,1,3,1,13.0,7.2292,0,0
782,1,1,1,17.0,57.0,1,1
783,0,1,0,29.0,30.0,1,0
784,0,3,0,29.69911764705882,23.45,0,3
785,0,3,0,25.0,7.05,0,0
786,0,3,0,25.0,7.25,0,0
787,1,3,1,18.0,7.4958,0,0
788,0,3,0,8.0,29.125,0,5
789,1,3,0,1.0,20.575,0,3
790,0,1,0,46.0,79.2,1,0
791,0,3,0,29.69911764705882,7.75,0,0
792,0,2,0,16.0,26.0,0,0
793,0,3,1,29.69911764705882,69.55,0,10
794,0,1,0,29.69911764705882,30.6958,0,0
795,0,3,0,25.0,7.8958,0,0
796,0,2,0,39.0,13.0,0,0
797,1,1,1,49.0,25.9292,1,0
798,1,3,1,31.0,8.6833,0,0
799,0,3,0,30.0,7.2292,0,0
800,0,3,1,30.0,24.15,0,2
801,0,2,0,34.0,13.0,0,0
802,1,2,1,31.0,26.25,0,2
803,1,1,0,11.0,120.0,1,3
804,1,3,0,0.42,8.5167,0,1
805,1,3,0,27.0,6.975,0,0
806,0,3,0,31.0,7.775,0,0
807,0,1,0,39.0,0.0,1,0
808,0,3,1,18.0,7.775,0,0
809,0,2,0,39.0,13.0,0,0
810,1,1,1,33.0,53.1,1,1
811,0,3,0,26.0,7.8875,0,0
812,0,3,0,39.0,24.15,0,0
813,0,2,0,35.0,10.5,0,0
814,0,3,1,6.0,31.275,0,6
815,0,3,0,30.5,8.05,0,0
816,0,1,0,29.69911764705882,0.0,1,0
817,0,3,1,23.0,7.925,0,0
818,0,2,0,31.0,37.0042,0,2
819,0,3,0,43.0,6.45,0,0
820,0,3,0,10.0,27.9,0,5
821,1,1,1,52.0,93.5,1,2
822,1,3,0,27.0,8.6625,0,0
823,0,1,0,38.0,0.0,0,0
824,1,3,1,27.0,12.475,1,1
825,0,3,0,2.0,39.6875,0,5
826,0,3,0,29.69911764705882,6.95,0,0
827,0,3,0,29.69911764705882,56.4958,0,0
828,1,2,0,1.0,37.0042,0,2
829,1,3,0,29.69911764705882,7.75,0,0
830,1,1,1,62.0,80.0,1,0
831,1,3,1,15.0,14.4542,0,1
832,1,2,0,0.83,18.75,0,2
833,0,3,0,29.69911764705882,7.2292,0,0
834,0,3,0,23.0,7.8542,0,0
835,0,3,0,18.0,8.3,0,0
836,1,1,1,39.0,83.1583,1,2
837,0,3,0,21.0,8.6625,0,0
838,0,3,0,29.69911764705882,8.05,0,0
839,1,3,0,32.0,56.4958,0,0
840,1,1,0,29.69911764705882,29.7,1,0
841,0,3,0,20.0,7.925,0,0
842,0,2,0,16.0,10.5,0,0
843,1,1,1,30.0,31.0,0,0
844,0,3,0,34.5,6.4375,0,0
845,0,3,0,17.0,8.6625,0,0
846,0,3,0,42.0,7.55,0,0
847,0,3,0,29.69911764705882,69.55,0,10
848,0,3,0,35.0,7.8958,0,0
849,0,2,0,28.0,33.0,0,1
850,1,1,1,29.69911764705882,89.1042,1,1
851,0,3,0,4.0,31.275,0,6
852,0,3,0,74.0,7.775,0,0
853,0,3,1,9.0,15.2458,0,2
854,1,1,1,16.0,39.4,1,1
855,0,2,1,44.0,26.0,0,1
856,1,3,1,18.0,9.35,0,1
857,1,1,1,45.0,164.8667,0,2
858,1,1,0,51.0,26.55,1,0
859,1,3,1,24.0,19.2583,0,3
860,0,3,0,29.69911764705882,7.2292,0,0
861,0,3,0,41.0,14.1083,0,2
862,0,2,0,21.0,11.5,0,1
863,1,1,1,48.0,25.9292,1,0
864,0,3,1,29.69911764705882,69.55,0,10
865,0,2,0,24.0,13.0,0,0
866,1,2,1,42.0,13.0,0,0
867,1,2,1,27.0,13.8583,0,1
868,0,1,0,31.0,50.4958,1,0
869,0,3,0,29.69911764705882,9.5,0,0
870,1,3,0,4.0,11.1333,0,2
871,0,3,0,26.0,7.8958,0,0
872,1,1,1,47.0,52.5542,1,2
873,0,1,0,33.0,5.0,1,0
874,0,3,0,47.0,9.0,0,0
875,1,2,1,28.0,24.0,0,1
876,1,3,1,15.0,7.225,0,0
877,0,3,0,20.0,9.8458,0,0
878,0,3,0,19.0,7.8958,0,0
879,0,3,0,29.69911764705882,7.8958,0,0
880,1,1,1,56.0,83.1583,1,1
881,1,2,1,25.0,26.0,0,1
882,0,3,0,33.0,7.8958,0,0
883,0,3,1,22.0,10.5167,0,0
884,0,2,0,28.0,10.5,0,0
885,0,3,0,25.0,7.05,0,0
886,0,3,1,39.0,29.125,0,5
887,0,2,0,27.0,13.0,0,0
888,1,1,1,19.0,30.0,1,0
889,0,3,1,29.69911764705882,23.45,0,3
890,1,1,0,26.0,30.0,1,0
891,0,3,0,32.0,7.75,0,0
